Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
47ca8671-6334-4106-8243-a13903dafce4,4/4/2025,UK,9953143a-07ad-4c8a-8ebe-b087671656fb,Training,Home & Kitchen,442.56,8,352.47,24.83,Cash,Adult,Other,Birmingham,Dr. Vanessa Mason
265194c7-0fe8-4bef-a882-b85a947e98de,12/13/2025,UK,8558a4b4-cf76-4fdd-8a83-5436e19f2601,Piece,Toys,371.73,4,267.18,69.97,Cash,Young,Other,Birmingham,Michelle Mcneil
b0963074-4746-4ed8-a46c-a93cbda35c22,10/19/2025,UK,73622dd0-2fec-4e85-9fc9-9c3e4a93f561,Bill,Electronics,277.93,7,179.79,4.64,Mobile Payment,Young,Other,Birmingham,Sherri Garcia
c590ebd8-dfae-4612-bf95-09718760a539,7/16/2025,UK,d46deac2-f799-4b64-98e5-37462b725946,Around,Clothing,207.79,10,173.27,16.4,Credit Card,Adult,Female,London,Brian Ryan
7e692056-a716-4d3e-bef5-efb53780472f,12/20/2025,UK,c24a813b-5016-4ae3-ab6a-7ad151d6ea29,Bar,Toys,306.53,8,227.66,55.23,Mobile Payment,Young,Female,London,Jonathon Walker
a0bf5f3b-deda-4645-b223-7cecf67cb1b3,12/20/2025,UK,93624fee-ead8-4d62-ab51-f2bd439879d9,Treatment,Clothing,19.78,7,17.52,1.64,Mobile Payment,Senior,Female,Birmingham,David Rodriguez
ddc44ded-92f8-4517-95ac-b646370f7fd4,10/11/2025,UK,0b97ec91-c491-48c2-b6b5-43f4859f4fa5,Security,Clothing,172.78,3,149.23,12.7,Mobile Payment,Senior,Other,Manchester,Michelle Maxwell
7926a938-8170-4a2e-a008-a3c16f2ca81b,6/6/2025,UK,cf175522-d934-423c-a5bb-6979bb19fb4e,Present,Beauty,417.79,1,352.78,20.8,Mobile Payment,Senior,Male,London,Deborah Carr
cb004d53-5e28-43bb-9492-4a713e33fc07,1/12/2025,UK,2cffa35e-02f5-4c69-8e5d-1a13e9391e5a,Sing,Clothing,218.07,5,158.43,15.35,Credit Card,Senior,Female,London,Michael Ramos
cb6c2360-f053-4384-94c4-0d4713cbaa76,12/13/2025,UK,ecc6fabe-b68d-4bd7-b54c-cd2176abf421,Answer,Sports,160.11,3,107.87,12.46,Credit Card,Young,Male,Manchester,Anna Green
22f0285c-a238-413d-9cf3-81f82e1cb801,8/9/2025,UK,d45d4d17-50b2-4788-b83f-04c0bb867da4,Already,Electronics,93.97,10,62.71,2.43,Credit Card,Adult,Male,Birmingham,Jennifer Caldwell
0615bf76-d447-4afd-b8a5-5c19a9b31d7f,2/3/2025,UK,6e881cbe-9855-4b90-81a4-4fd448a6fe85,Indicate,Toys,415.75,5,274.3,6.09,Credit Card,Adult,Male,Manchester,Steven Davis
c1871295-8ece-4997-95f9-efe71b9da6e4,3/15/2025,UK,318cc2e0-a990-4b2d-bc1b-aeb777b16485,Family,Clothing,132.86,6,113.89,22.27,Credit Card,Adult,Female,Birmingham,Mr. John May DDS
