Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
596875d9-4ad0-4188-86fc-930a0283d228,16/7/2025,Canada,295dceba-6976-4206-8460-38da4be04f88,Camera,Clothing,459.35,4,339.05,80.72,Mobile Payment,Senior,Other,Montreal,Leonard Cuevas
9e9fc769-09f7-47a7-bac6-df435a615ddb,8/9/2025,Canada,84d0acf6-10c4-41ef-b95e-6121d3ad2abe,Return,Electronics,122.03,6,105.56,13.79,Mobile Payment,Young,Male,Toronto,Jessica Fox
7c2aaf34-c888-47bb-9eb5-6f91abcb4795,8/7/2025,Canada,40c24b25-986f-497e-8428-c60638079ba3,Church,Toys,116.68,3,83.96,7.41,Mobile Payment,Young,Female,Vancouver,Michelle Garcia
05f7fa3b-8b6e-4b74-87ab-c093cd94cd6c,14/12/2025,Canada,ddbeb11d-e70a-4f70-9acc-970102eef3df,Sometimes,Toys,335.86,9,207.14,26.1,Credit Card,Senior,Other,Montreal,Bianca Taylor
c02a0391-e849-4e02-85b7-c28dc90f3743,20/11/2025,Canada,98e07924-7742-440a-bfa7-63167bd574de,Under,Toys,333.86,10,274.66,16.8,Mobile Payment,Adult,Female,Montreal,Brett Miller
bd741311-592f-4359-98fd-3c9c83226c1a,16/7/2025,Canada,3011e6de-df43-429d-863c-6b4a106c16c7,It,Beauty,442.57,4,308.18,30.87,Cash,Adult,Male,Toronto,Lisa Fischer
b43a559a-9660-4d03-bd73-7497c96ce5ff,1/12/2025,Canada,89bef734-1ded-45aa-bddf-2fdd5dc5232c,Expect,Clothing,481.75,3,377.28,70.09,Mobile Payment,Young,Male,Montreal,Richard Preston
4bcd42ac-fbd2-4fc0-b2e2-97207a1f9604,10/9/2025,Canada,b169cb8e-ae59-41da-aab4-3ad4a5a47f6d,Result,Beauty,367.24,8,238.01,69.14,Credit Card,Young,Male,Vancouver,Amanda Moon
bbac824d-28cf-4c2a-88d4-f40917856021,20/11/2025,Canada,57687693-bd29-4786-a709-f8b2964e0a1f,Resource,Electronics,291.92,1,253.47,18.88,Mobile Payment,Senior,Male,Montreal,Rachael Lopez
41dc353f-2a9b-463f-a466-baf2f26725a0,20/11/2025,Canada,ab7b1356-36e2-4478-aa42-6519b97c981a,Relate,Electronics,114.67,6,85.32,1.96,Credit Card,Senior,Female,Vancouver,Charlotte Norman
1976e6db-3ce3-4414-a08b-1458adea9960,14/12/2025,Canada,09dd9e05-dac9-4c08-b54a-2ffc7aefbc4c,Dinner,Electronics,370.24,5,297.96,57.41,Credit Card,Senior,Other,Montreal,Michelle Floyd
90abcc63-0d6f-4397-8755-91f41fa1854b,6/6/2025,Canada,b1f1088f-2b55-4d28-8d9d-f05151bc4e5b,West,Sports,298.9,10,216.93,15.38,Credit Card,Young,Female,Montreal,Adam Smith
e8b7fbbe-2075-4387-b4f7-42f396a47c84,3/5/2025,Canada,3d3f36c0-6d94-4fce-aa62-76a321bf196c,Candidate,Toys,309.55,3,211.15,41.73,Credit Card,Young,Female,Vancouver,Virginia Hickman
4a0dc932-8abc-4d93-9719-47cad4d2afca,20/11/2025,Canada,7c88d37b-dcce-49cf-8c75-7baea0a55f26,Who,Clothing,375.65,10,302.8,67.57,Credit Card,Adult,Male,Montreal,Christine Campos
5e2d5c52-6ac0-4bbe-9d47-fed978f8b20e,22/12/2025,Canada,9f5f0c7f-51af-43b3-a6ae-75ab6229bd91,Stop,Clothing,33.61,10,28.57,1.4,Cash,Senior,Male,Montreal,Brittany Jones
da5cbcde-370e-43e3-9279-86c260df51d5,20/11/2025,Canada,326106ec-2568-4c85-915e-5cdff5df1693,Every,Electronics,278.13,3,187.44,39.03,Credit Card,Senior,Male,Vancouver,Robin Ward
fed3f20c-21b9-4a9b-bf61-329728de6c24,19/9/2025,Canada,6540cbfc-55dc-4131-92b2-54ecf6cff8d1,Culture,Clothing,265.8,1,230.08,34.9,Cash,Senior,Male,Montreal,Julie Rowland
428dce59-ca0b-4d28-ab4d-1c15d3145939,26/7/2025,Canada,47d2c0d9-d641-450c-b138-2746be5e7d83,Stage,Beauty,444.69,4,345.35,78.84,Cash,Senior,Other,Vancouver,Michael Miranda
60d04c33-b4ac-4fa4-b0ab-4cbc8fe01ba4,18/9/2025,Canada,106cdac3-5741-4cbc-bbd7-67d7e48e3962,Morning,Sports,113.1,10,68.13,21.92,Credit Card,Adult,Male,Toronto,David Dennis
e665080c-9d42-4858-9ec5-7f009abde027,25/5/2025,Canada,2688e085-dcec-4f0a-8ced-acdfe2b7b5b8,Early,Electronics,104.9,1,93.27,18.39,Credit Card,Senior,Female,Montreal,Ryan Wolf
