Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
d3baff95-2969-4ac7-b31b-6ad335ec5777,3/3/2025,US,97d0b0a1-9178-4eda-9206-faeaaae6b0fe,Offer,Toys,314.21,2,247.08,41.39,Mobile Payment,Adult,Female,New York,Evelyn Day
8e7c57ff-9fae-4f7e-9baf-3f71732dfeae,6/4/2025,US,ffdaf2ca-1422-4c7b-a88a-68496deb0f84,Carry,Sports,161.33,1,127.84,7.85,Credit Card,Young,Male,Chicago,Latasha Neal
47f01e73-1a07-4d3e-942a-c363793f7650,7/7/2025,US,29a68711-d65c-4953-9d69-5c9c7ab336e2,Country,Electronics,182.37,5,141.52,34.25,Mobile Payment,Adult,Male,Los Angeles,John Wyatt
af60412e-a3db-420b-a36e-f8a50d1624cf,4/16/2025,US,b863dead-d0ba-469f-ab23-018c5bd6337f,Trial,Sports,482.71,7,352.44,7.93,Credit Card,Adult,Female,Chicago,Ms. Diana Ellis
ecee3c02-4fc8-4fd6-99b7-cbf3e46febc3,3/23/2025,US,8acec62e-9547-4708-b639-d657d8d34866,Five,Clothing,90.88,3,75.67,13.36,Mobile Payment,Young,Female,New York,Cody Martinez
b1083fce-bf6f-4fb1-a2c0-66ea63039e31,5/14/2025,US,597ba6b1-6330-4daa-a95e-be96ac29778a,Produce,Home & Kitchen,398.5,2,313.17,73.77,Credit Card,Young,Female,Chicago,Melanie Adams
d3b10adb-0d9a-4c17-9de5-4c123f60051b,7/8/2025,US,960c7a45-8790-4be9-8ae7-5a047b2cfc23,Effect,Sports,167.58,8,102.94,6.45,Mobile Payment,Young,Male,New York,Thomas Gould
518a1432-5ce3-4b8c-8e91-c4ea0f8792b8,4/4/2025,US,dee7311d-9609-4e76-89bc-31a5e2616f08,Late,Home & Kitchen,97.66,6,60.08,0.72,Mobile Payment,Adult,Other,New York,Jonathan Hunt
6c67f36e-6a3e-49a6-93ce-ab748667d8f9,7/8/2025,US,dfcbf9f4-0577-4e19-94d9-032d7ce7b52a,Gun,Beauty,260.46,2,190.26,34.47,Credit Card,Adult,Female,Chicago,Kari Powell
0c8aa83e-e951-454f-a493-63a59768fd69,9/10/2025,US,4f7fe96e-a8ba-4abd-a8cf-6c170c87bc12,Agency,Home & Kitchen,470.92,10,421.12,67.97,Cash,Young,Female,Chicago,David Hernandez
ea221f22-d542-40d9-89cc-56a4b7677479,3/1/2025,US,01bcd105-95b2-4ecd-9842-0f6d120745ee,Season,Clothing,464.99,7,405.35,42.27,Cash,Young,Male,Chicago,David Obrien
a29aa8f1-a0b8-49b8-b183-e57b6a8013d1,10/11/2025,US,f7f8f6c5-177a-44f6-9107-778543d158a1,Floor,Beauty,307.48,8,249.71,19.01,Credit Card,Adult,Other,Los Angeles,Kristin Mcdaniel
4e5c323c-aaf8-4537-9a52-ea0c5ec7cb8c,3/3/2025,US,7c7adab6-6561-42a6-a912-4d525b8b5654,Experience,Beauty,333.21,5,234.33,36.9,Cash,Young,Male,Los Angeles,Brittany Weber
472eeb91-c9f9-420e-a762-5afaa3b94358,12/22/2025,US,ba894158-6206-4819-8f21-3616e8d02b9a,Administration,Toys,322.51,6,280.73,59.54,Credit Card,Adult,Other,Los Angeles,Ray Rose
513a8199-2fa0-4684-8536-8347882f90b9,10/19/2025,US,100c3f20-5514-45d2-9b68-d110b04a775a,Try,Home & Kitchen,18.09,6,15.05,2.63,Mobile Payment,Senior,Male,Los Angeles,Samantha May
017316ae-c637-443f-990a-7204caa817fe,12/13/2025,US,a49c99d5-e700-4ed2-b6eb-08bca65f9a43,Act,Clothing,219.79,7,188.29,6.34,Cash,Adult,Female,Chicago,Hannah Young
2a43b38b-f050-4ecb-a954-5964e11d13fa,1/28/2025,US,bb8844e9-11f5-4760-9264-e22dd8adbc7d,Bit,Clothing,460.09,3,384.53,68.97,Mobile Payment,Adult,Male,Chicago,Jeffrey Duncan
07f05532-9e83-4541-95dd-e53d823e4d8c,10/11/2025,US,71a53f28-7167-4582-b737-a26e09309804,Let,Toys,306.91,9,242.12,12.38,Mobile Payment,Senior,Female,Chicago,Katie Moore
821fd08c-d20f-43f2-a23a-62c2f2c833b2,12/22/2025,US,0e2e625a-a40e-4d48-9ca1-162ee00d93c0,Meet,Clothing,62.93,9,40.13,3.47,Mobile Payment,Senior,Female,New York,Taylor Alvarez
61604b29-c9c6-4d1b-a575-8f9d18da465e,10/30/2025,US,667bb138-83c2-4435-96d3-ead2bd5d9d43,Often,Home & Kitchen,207.39,10,152.08,29.28,Cash,Adult,Female,Chicago,Adam Baker
82e31772-3a90-4f18-ba6c-f0636572b9f2,2/16/2025,US,859821ae-58f2-40d5-8353-dc056a9f2e95,Market,Electronics,391.71,2,281.17,2.97,Credit Card,Young,Male,Los Angeles,Samantha Anderson
409cf8ad-1c65-440b-8f77-286427e0dfd4,12/11/2025,US,733fc674-5fa8-4bd6-80a4-2fce09875e62,Clear,Sports,342.83,7,256.18,44.9,Cash,Young,Female,Los Angeles,Rebecca Reyes
b1a76c56-c6ce-4ecb-8559-7dd11f4e91e9,7/5/2025,US,c6da480b-7d5f-41c3-8fd8-2369707a64d0,Human,Beauty,137.22,6,123.35,1.66,Credit Card,Senior,Female,New York,April Harding
f2237656-9067-4c99-9700-41c3a88f9848,1/27/2025,US,170eb65c-8ea5-4fdc-8b22-a7fa8e46619f,End,Clothing,399.03,9,344.08,34.78,Cash,Senior,Other,Chicago,Deborah Thomas
2dd17921-05ee-4ac1-9fdc-27db2301618a,12/20/2025,US,b313f84b-e438-4328-bdfe-394cf795fdf4,Loss,Electronics,134.56,2,114.97,9.48,Credit Card,Young,Female,New York,Adrian Rodriguez
b940881c-8863-4782-b0f1-808fbf0f53ff,11/20/2025,US,7c13d7bc-cd1c-4daf-a584-45d3a11db1ac,Somebody,Electronics,43.74,10,27.39,8.39,Mobile Payment,Senior,Female,Los Angeles,Stephen Bennett
b96b686f-4bf5-4b0d-b2ba-f81d5f795f66,5/25/2025,US,3ac2be26-57e8-4273-80f7-41169a0fbb76,Music,Sports,411.9,5,278.53,55.02,Credit Card,Senior,Male,Los Angeles,Brandi Griffin
71c63953-848b-419d-82e2-59a48c745d61,3/23/2025,US,09f785e1-206e-41d9-afa4-d0cc71eaf9f9,Difference,Sports,94.12,7,63.54,17.18,Cash,Young,Other,Los Angeles,Richard Henderson
904e07de-ee6c-4177-b196-15440f76bf86,4/13/2025,US,f8c12391-d75f-4f61-98a6-c80dd0236665,Seek,Clothing,384.22,5,242.92,14.14,Credit Card,Adult,Other,Chicago,Maria Ware
caf81688-46b5-4a2a-90e1-44dd97d53752,6/6/2025,US,39da39f9-122b-4158-b66f-69d3efc4b081,Whatever,Clothing,422.18,10,349.06,29.45,Credit Card,Senior,Male,Chicago,Mark Schaefer
59c445ea-4070-41fc-a08b-56719fff30f8,6/4/2025,US,07e520e4-3b35-43e5-b093-21086d0a7ecf,Important,Toys,262.86,5,227.15,23.8,Mobile Payment,Young,Male,New York,Nicole Blackwell
cd22f531-3f6b-4b52-ae7e-db8f0a0f735f,12/1/2025,US,4ef811c1-ac87-4b8c-816a-48697a593aa9,Might,Clothing,170.76,3,140.84,13.62,Credit Card,Young,Other,Los Angeles,Kayla Nguyen
001898f7-b696-4356-91dc-8f2b73d09c63,8/18/2025,US,001a623f-697b-4755-a85a-b29a70bd0a02,Blood,Sports,,2,239.39,54.36,Credit Card,Adult,Female,Chicago,Kathy Ortiz
9424e3c4-d90b-435b-a000-e945526e1f59,7/5/2025,US,c5617679-d7fa-4bf2-a3c9-f6a70fd84e1d,Yeah,Home & Kitchen,48.8,8,35.16,2.69,Cash,Senior,Female,New York,Jacqueline Peterson
8e8e59f1-5e4f-44de-9734-1e380afcf3ca,1/24/2025,US,c010ca41-4763-4de6-9143-4d50b38e5424,National,Home & Kitchen,359.42,7,243.36,49.11,Cash,Senior,Other,New York,Mrs. Judy Mcdaniel
